address,adm-fees,garage-places,price,rooms,square-foot,neighborhood,city,latitude,longitude
"Rua Henrique Furtado Portugal, 0 ",280.0,2,380000.0,3,78, Buritis, Belo Horizonte ,-19.9722454,-43.9667316
Rua Rio Grande do Norte ,1000.0,1,860000.0,3,100, Funcionários, Belo Horizonte ,-19.9302239,-43.9306127
Rua Cura D'Ars ,200.0,2,1050000.0,3,170, Alto Barroca, Belo Horizonte ,-19.9236539,-43.9633717
Rua Juvenal Melo Senra ,2150.0,3,1550000.0,4,155, Belvedere, Belo Horizonte ,-19.9726191,-43.9383825
Rua Senador Pompéo ,540.0,2,430000.0,3,90, Serra, Belo Horizonte ,-19.9361721,-43.9202723
Avenida do Contorno ,,4,2776200.0,4,205, Lourdes, Belo Horizonte ,-19.9156428,-43.9453796
Rua Ministro Oliveira Salazar ,10.0,2,475000.0,4,40, Santa Mônica, Belo Horizonte ,-19.8175291,-43.9740618
Rua São Tomáz de Aquino ,330.0,2,635000.0,3,108, São Pedro, Belo Horizonte ,-19.9504807,-43.9400618
Rua Bolívia ,560.0,1,420000.0,3,115, São Pedro, Belo Horizonte ,-19.9488009,-43.9368301
Rua Engenheiro Walter Kurrle ,3873.0,5,3700000.0,4,274, Belvedere, Belo Horizonte ,-19.9777773,-43.9433639
Rua Sergipe ,,--,4000000.0,--,520, Centro, Belo Horizonte ,-19.9276923,-43.9354354
"Rua Joaquim Linhares, 555 ",500.0,2,650000.0,2,100, Anchieta, Belo Horizonte ,-19.9500206,-43.9260666
Rua Alessandra Salum Cadar ,340.0,1,240000.0,2,60, Buritis, Belo Horizonte ,-19.9760471,-43.9703167
"Avenida Portugal, 00 ",,3,899000.0,3,243, Santa Amélia, Belo Horizonte ,-19.8425871,-43.9698185
Rua Anil ,,3,550000.0,2,239, São Salvador, Belo Horizonte ,-19.8951854,-44.0162278
"Rua São Lázaro, 157 ",405.0,2,700000.0,4,196, Sagrada Família, Belo Horizonte ,-19.8963926,-43.9254451
"Rua Alvarenga Peixoto, 425 ",,2,1707237.0,3,118, Lourdes, Belo Horizonte ,-19.929576,-43.9494157
"Rua Engenheiro Walter Kurrle, 12 ",,5,8200000.0,4,548, Belvedere, Belo Horizonte ,-19.9777773,-43.9433639
Rua Afonso Ferreira Gomes ,,2,1490000.0,3,210, Paquetá, Belo Horizonte ,-19.8719965,-43.9980992
"Rua Alvarenga Peixoto, 425 ",,2,1442734.0,3,124, Lourdes, Belo Horizonte ,-19.929576,-43.9494157
"Rua Ouro Preto, 1396 ",,3,1818802.0,4,126, Santo Agostinho, Belo Horizonte ,-19.9190479,-43.949625
Rua da Bahia ,3500.0,4,6600000.0,4,311, Lourdes, Belo Horizonte ,-19.9151776,-43.9347647
"Rua Curimatã, 10 ",320.0,2,470000.0,2,90, São Gabriel, Belo Horizonte ,-19.852461,-43.9114748
"Rua Conselheiro Andrade Figueira, 21 ",680.0,1,610000.0,3,110, Gutierrez, Belo Horizonte ,-19.940385,-43.956856
"Rua Patagônia, 66 ",1025.0,1,760000.0,4,170, Sion, Belo Horizonte ,-19.9592013,-43.9350687
Rua Lua ,10.0,4,4101685.0,4,455, Santa Lúcia, Belo Horizonte ,-19.9699031,-43.9473786
Rua Teixeira de Freitas ,,2,745000.0,3,140, Santo Antônio, Belo Horizonte ,-19.9473451,-43.9478337
Rua Joubert Guerra ,350.0,2,500000.0,3,75, Ouro Preto, Belo Horizonte ,-19.8712252,-43.9773743
Rua Passos ,323.0,2,295000.0,2,65, Carlos Prates, Belo Horizonte ,-19.9102899,-43.9652757
"Rua Magi Salomon, 797 ",200.0,1,384782.0,2,87, Salgado Filho, Belo Horizonte ,-19.9432418,-43.9805991
"Rua Professor Arduino Bolivar, 0 ",,3,2100000.0,4,145, Santo Antônio, Belo Horizonte ,-19.9438548,-43.9459696
Rua Via Láctea ,620.0,2,780000.0,3,190, Santa Lúcia, Belo Horizonte ,-19.9599038,-43.9467753
Rua Levindo Ignácio Ribeiro ,380.0,2,590000.0,3,164, Santa Amélia, Belo Horizonte ,-19.8410077,-43.9762867
Rua dos Coroados ,,8,1200000.0,4,337, Santa Mônica, Belo Horizonte ,-19.8289154,-43.9818309
Rua Campestre ,680.0,1,340000.0,2,125, Sagrada Família, Belo Horizonte ,-19.910294,-43.9229806
Rua Venezuela ,900.0,2,770000.0,2,70, Sion, Belo Horizonte ,-19.953459,-43.9369995
Rua Tobias Moscoso ,1500.0,3,2100000.0,4,174, Santa Lúcia, Belo Horizonte ,-19.9660416,-43.9524157
Rua Antônio Torres ,300.0,1,350000.0,3,136, Sagrada Família, Belo Horizonte ,-19.9080039,-43.9240066
"Rua Gonçalves Dias, 1 ",530.0,1,740000.0,1,44, Savassi, Belo Horizonte ,-19.9311846,-43.9376407
"Rua Ulhoa Cintra, 50 ",,--,330385.0,--,24, Santa Efigênia, Belo Horizonte ,-19.9226563,-43.9216125
Rua Hildebrando de Oliveira ,,1,220000.0,2,68, Copacabana, Belo Horizonte ,-19.8348311,-43.9827723
Avenida Afonso Pena ,1240.0,--,890000.0,4,220, Funcionários, Belo Horizonte ,-19.9469331,-43.9212512
Rua Alberto Bressane ,1.0,4,950000.0,5,502, São Lucas, Belo Horizonte ,-19.9300689,-43.9139527
"Rua Venezuela, 410 ",,2,879000.0,3,78, Sion, Belo Horizonte ,-19.953459,-43.9369995
"Avenida Maria Júlia de Lima, 85 ",,2,590000.0,3,166, Betânia, Belo Horizonte ,-19.9680473,-43.9927567
Rua Rodrigues Caldas ,,2,1250000.0,--,140, Santo Agostinho, Belo Horizonte ,-19.9304751,-43.9564783
Rua Mário Batista da Costa ,10.0,2,550000.0,3,100, Planalto, Belo Horizonte ,-19.8311915,-43.9552307
Rua Monte Carmelo ,,3,850000.0,5,205, Floresta, Belo Horizonte ,-19.9104485,-43.927612
"Rua Professor Estevão Pinto, 0 ",1700.0,4,1900000.0,4,520, Serra, Belo Horizonte ,-19.9354541,-43.9252254
Rua Raul Pompéia ,1.0,1,368000.0,1,76, São Pedro, Belo Horizonte ,-19.9442016,-43.9377803
"Rua Batista Carneiro, 186 ",220.0,1,240000.0,3,62, Salgado Filho, Belo Horizonte ,-19.9389449,-43.983291
Rua Geórgia ,350.0,1,260000.0,3,84, Estrela Dalva, Belo Horizonte ,-19.9657034,-43.9678015
"Rua Ulhoa Cintra, 50 ",,--,447241.0,--,33, Santa Efigênia, Belo Horizonte ,-19.9226563,-43.9216125
"Avenida do Contorno, 4878 ",900.0,2,950000.0,3,102, Funcionários, Belo Horizonte ,-19.9156428,-43.9453796
"Rua Professor Moraes, 0 ",,2,745000.0,2,53, Savassi, Belo Horizonte ,-19.8624858,-43.9614177
"Rua Prados, 567 ",,2,349000.0,2,53, Carlos Prates, Belo Horizonte ,-19.908874,-43.9581104
Rua Costa Monteiro ,300.0,1,550000.0,3,110, Sagrada Família, Belo Horizonte ,-19.9034024,-43.9277673
Rua Castigliano ,250.0,1,245000.0,3,65, Caiçara Adeláide, Belo Horizonte ,-19.9180215,-43.9755742
Rua Artur de Sá ,,--,175000.0,1,25, Cidade Nova, Belo Horizonte ,-19.8775301,-43.9251297
Rua Senador Pompéo ,600.0,2,430000.0,3,105, Serra, Belo Horizonte ,-19.9361721,-43.9202723
"Rua dos Aimorés, 324 ",550.0,2,1400000.0,3,160, Funcionários, Belo Horizonte ,-19.9245137,-43.9538877
"Rua Boaventura, 2085 ",,2,480825.0,3,67, Liberdade, Belo Horizonte ,-19.8700087,-43.94948275136835
"Rua Olympio Teixeira Guimarães, 25 ",450.0,2,650000.0,3,100, Estoril, Belo Horizonte ,-19.9671695,-43.9596331
"Rua Iracy Manata, 109 ",765.0,2,560000.0,2,80, Buritis, Belo Horizonte ,-19.9671697,-43.9701124
Rua Conceição Vidigal Paulucci ,100.0,1,235000.0,2,70, Palmares, Belo Horizonte ,-19.8722223,-43.938721
Rua Cláudio Manoel ,3700.0,4,3500000.0,4,250, Funcionários, Belo Horizonte ,-19.9335821,-43.9329926
Rua São Gonçalo do Pará ,10.0,1,200000.0,2,43, Jardim Leblon, Belo Horizonte ,-19.822147,-43.9909337
Rua Doutor Júlio Otaviano Ferreira ,,4,1950000.0,5,279, Cidade Nova, Belo Horizonte ,-19.8875986,-43.9254185
Rua Messina ,,4,15000.0,5,500, Bandeirantes, Belo Horizonte ,-19.8569573,-43.9884301
Rua Saide Haddad Antônio ,,2,385000.0,3,75, Santa Amélia, Belo Horizonte ,-19.8392527,-43.9843107
"Rua Ulhoa Cintra, 50 ",,--,407669.0,--,30, Santa Efigênia, Belo Horizonte ,-19.9226563,-43.9216125
Rua Professor Sálvio Nunes ,,13,7900000.0,4,800, Mangabeiras, Belo Horizonte ,-19.9564585,-43.9161332
Rua Henrique Furtado Portugal ,280.0,--,380000.0,3,78, Buritis, Belo Horizonte ,-19.9722454,-43.9667316
Rua Rio Grande do Norte ,,2,975552.0,2,74, Funcionários, Belo Horizonte ,-19.9302239,-43.9306127
Rua Alsácia ,350.0,2,880000.0,4,115, Padre Eustáquio, Belo Horizonte ,-19.9177044,-43.9873145
"Rua Congonhas, 504 ",500.0,2,750000.0,2,61, Santo Antônio, Belo Horizonte ,-19.9433887,-43.941144
Rua Pium,2300.0,3,1800000.0,4,164,,Belo Horizonte,-19.9514868,-43.9301243
Rua São Paulo ,430.0,1,420000.0,1,45, Centro, Belo Horizonte ,-19.914782,-43.9388011
"Rua Henrique Furtado Portugal, 140 ",350.0,1,280000.0,3,65, Buritis, Belo Horizonte ,-19.9722454,-43.9667316
Rua Sebastião Nepomuceno ,,2,550000.0,3,122, Itapoã, Belo Horizonte ,-19.8384733,-43.9556921
"Rua Ulhoa Cintra, 50 ",,--,564496.0,--,42, Santa Efigênia, Belo Horizonte ,-19.9226563,-43.9216125
Rua Curitiba ,2961.0,3,2450000.0,4,273, Lourdes, Belo Horizonte ,-19.9122312,-43.9396634
Rua Maria Ferreira de Jesus ,,3,780000.0,3,300, Barreiro, Belo Horizonte ,-19.9963084,-44.0218663
"Rua São Roque, 1340 ",250.0,1,259900.0,3,65, Sagrada Família, Belo Horizonte ,-19.898824,-43.9193503
Avenida Cristiano Machado ,,1,398805.0,--,49, Cidade Nova, Belo Horizonte ,-19.8475195,-43.9324755
"Rua Ulhoa Cintra, 50 ",,--,393062.0,--,29, Santa Efigênia, Belo Horizonte ,-19.9226563,-43.9216125
"Vila da Serra, Nova Lima ",,8,13648574.0,5,718,,Belo Horizonte,-19.980007,-43.9412343
Rua Fidélis Martins ,,6,2700000.0,5,300, Buritis, Belo Horizonte ,-19.9680426,-43.9707378
"Rua Santa Rita Durão, 74 ",,1,350000.0,--,30, Funcionários, Belo Horizonte ,-19.9344756,-43.9346452
"Rua Martim de Carvalho, 440 ",,2,1334279.0,3,90, Santo Agostinho, Belo Horizonte ,-19.9311733,-43.9479411
Avenida Bernardo Monteiro ,,1,580000.0,3,135, Floresta, Belo Horizonte ,-19.9281404,-43.9287901
Avenida Warley Aparecido Martins ,,1,130000.0,2,45, Solar do Barreiro, Belo Horizonte ,-20.0071935,-44.0205248
Rua João Gualberto Filho ,,--,220000.0,--,69, Sagrada Família, Belo Horizonte ,-19.8938185,-43.9237959
Rua Maranhão ,2000.0,2,1800000.0,4,200, Santa Efigênia, Belo Horizonte ,-19.9265829,-43.9240941
Rua Sílvio de Oliveira Martins ,560.0,3,530000.0,3,180, Buritis, Belo Horizonte ,-19.9738876,-43.9697931
Rua Manoel Francisco da Silva ,,8,360000.0,2,321, Jaqueline, Belo Horizonte ,-19.8041346,-43.9450698
"Rua Henrique Furtado Portugal, 76 ",1000.0,2,670000.0,4,138, Buritis, Belo Horizonte ,-19.9722454,-43.9667316
"Rua Ulhoa Cintra, 50 ",,--,319761.0,--,24, Santa Efigênia, Belo Horizonte ,-19.9226563,-43.9216125
Avenida Brasil ,,--,768000.0,--,145, Santa Efigênia, Belo Horizonte ,-19.9290274,-43.9305101
"Rua Gama Cerqueira, 1123 ",,1,250000.0,2,48, Jardim América, Belo Horizonte ,-19.9454281,-43.9709884
Rua Manoel Cunha ,,1,320000.0,2,120, Minascaixa, Belo Horizonte ,-19.8067309,-43.955092
Rua Mato Grosso ,594.0,1,290000.0,1,41, Santo Agostinho, Belo Horizonte ,-19.9173124,-43.9464026
Rua Antônio de Albuquerque ,,2,1658500.0,3,106, Savassi, Belo Horizonte ,-19.936584,-43.9421163
"Rua Ulhoa Cintra, 50 ",,--,345789.0,--,26, Santa Efigênia, Belo Horizonte ,-19.9226563,-43.9216125
Rua Arapari ,1.0,2,431600.0,3,77, São Geraldo, Belo Horizonte ,-19.8973866,-43.8938663
Rua Cristina ,,3,2409629.0,4,176, Carmo, Belo Horizonte ,-19.9472539,-43.9352691
Rua Rodrigues Caldas ,,--,400000.0,--,50, Santo Agostinho, Belo Horizonte ,-19.9304751,-43.9564783
Rua São Pedro ,,8,750000.0,4,180, Horto Florestal, Belo Horizonte ,-19.8453642,-43.9551455
"Avenida Raja Gabaglia, 1597 ",,6,3279000.0,--,297, Luxemburgo, Belo Horizonte ,-19.9364152,-43.9533964
Rua Albita ,350.0,2,585000.0,2,54, Cruzeiro, Belo Horizonte ,-19.9428424,-43.9271024
Avenida Cristiano Machado ,362.0,--,210000.0,1,42, Cidade Nova, Belo Horizonte ,-19.8475195,-43.9324755
"Rua Desembargador Jorge Fontana, 200 ",646.0,1,850000.0,2,82, Belvedere, Belo Horizonte ,-19.9742039,-43.9395163
Rua La Plata ,1610.0,4,3567084.0,4,239, Sion, Belo Horizonte ,-19.9542202,-43.9328012
Rua Padre Marinho ,,2,924123.0,2,66, Santa Efigênia, Belo Horizonte ,-19.9250502,-43.9250376
Avenida Augusto de Lima ,400.0,--,290000.0,2,66, Centro, Belo Horizonte ,-19.9230616,-43.9441556
Rua Piauí ,572.0,2,1030000.0,2,70, Funcionários, Belo Horizonte ,-19.9385064,-43.9287698
Rua Assunção ,350.0,1,800000.0,4,145, Sion, Belo Horizonte ,-19.9539031,-43.9378663
Avenida Luíz Paulo Franco ,,1,1000000.0,1,76, Belvedere, Belo Horizonte ,-19.9747374,-43.9422752
Rua Carangola ,2027.0,2,1450000.0,4,147, Santo Antônio, Belo Horizonte ,-19.9444674,-43.9428747
Rua Oliveira ,480.0,2,370000.0,3,90, Cruzeiro, Belo Horizonte ,-19.9209465,-43.984636
Rua Cabo Verde ,548.0,2,545000.0,3,113, Cruzeiro, Belo Horizonte ,-19.9453381,-43.9237247
"Rua Peônia, 411 ",,4,1050000.0,3,625, Havaí, Belo Horizonte ,-19.9538492,-43.9777278
"Rua Alessandra Salum Cadar, 415 ",,1,200000.0,--,25, Buritis, Belo Horizonte ,-19.9760471,-43.9703167
Rua Andesita ,400.0,4,900000.0,4,160, União, Belo Horizonte ,-19.8837276,-43.9195369
Rua Bernardo Guimarães ,1155.0,2,1100000.0,3,100, Funcionários, Belo Horizonte ,-19.927333,-43.9477878
"Rua Rio Doce, 117 ",,3,5263200.0,--,407, São Lucas, Belo Horizonte ,-19.9317821,-43.9213046
Rua Augusto Franco ,,2,315000.0,3,120, São João Batista, Belo Horizonte ,-19.8240171,-43.9605181
"Rua José Teófilo Marques, 10 ",220.0,--,275000.0,1,112, Buritis, Belo Horizonte ,-19.9744554,-43.9776988
"Rua Alcântara, 256 ",450.0,2,630000.0,3,148, Nova Granada, Belo Horizonte ,-19.9374107,-43.9712444
Rua Salinas ,,--,2600000.0,--,1332, Santa Tereza, Belo Horizonte ,-19.91359,-43.9138661
Rua Nova Esperança ,,2,480000.0,3,120, Céu Azul, Belo Horizonte ,-19.9117757,-43.8777661
"Rua Paraíba, 476 ",,1,350000.0,--,32, Savassi, Belo Horizonte ,-19.9262855,-43.9309181
"Rua Maria Heilbuth Surette, 216 ",332.0,2,520000.0,3,144, Buritis, Belo Horizonte ,-19.9671931,-43.9714445
"Rua Stella Hanriot, 30 ",418.0,2,400000.0,2,75, Buritis, Belo Horizonte ,-19.9715766,-43.9715633
Rua Itacoatiara ,,--,2200000.0,--,1240, Sagrada Família, Belo Horizonte ,-19.899004,-43.9220627
"Rua Júlio de Castilho, 133 ",265.0,1,240000.0,2,52, Betânia, Belo Horizonte ,-19.9610731,-43.9808977
Rua Sebastião Fabiano Dias ,2970.0,4,2490000.0,4,204, Belvedere, Belo Horizonte ,-19.9763098,-43.9441586
"Avenida Afonso Pena, 3678 ",1058.0,1,890000.0,4,190, Cruzeiro, Belo Horizonte ,-19.9469331,-43.9212512
"Rua Professora Bartira Mourão, 435 ",635.0,4,1200000.0,5,225, Buritis, Belo Horizonte ,-19.9691439,-43.9679544
Rua Janete Clair ,,--,450000.0,--,360, Santa Mônica, Belo Horizonte ,-19.8231322,-43.9767128
"Rua dos Aimorés, 1743 ",,6,10000000.0,6,330, Lourdes, Belo Horizonte ,-19.9245137,-43.9538877
"Rua Eli Seabra Filho, 100 ",450.0,1,509000.0,2,69, Buritis, Belo Horizonte ,-19.9756218,-43.9749864
Rua Iraí ,600.0,4,1780000.0,3,170, Vila Paris, Belo Horizonte ,-19.9463585,-43.9507721
Rua dos Aimorés ,1367.0,2,750000.0,3,90, Funcionários, Belo Horizonte ,-19.9245137,-43.9538877
"Rua Lavras, 438 ",1560.0,4,2400000.0,4,160, São Pedro, Belo Horizonte ,-19.9481626,-43.9382658
"Rua Dona Cidinha Stussi, 285 ",150.0,2,440000.0,3,130, Santa Amélia, Belo Horizonte ,-19.8408076,-43.9848631
"Avenida Prudente de Morais, 1965 ",1400.0,1,1080000.0,4,153, Santo Antônio, Belo Horizonte ,-19.9474128,-43.9485341
Rua Farmacêutico Raul Machado ,176.0,1,159900.0,2,57, Candelaria, Belo Horizonte ,-19.8096401,-43.9688228
"Rua Ponte Nova, 363 ",230.0,--,390000.0,3,100, Colégio Batista, Belo Horizonte ,-19.9079049,-43.9399868
Rua Mandacaru ,,--,1500000.0,5,505, Trevo, Belo Horizonte ,-19.8446644,-44.0026123
Rua Perdigão Malheiros ,600.0,2,680000.0,4,130, Coração de Jesus, Belo Horizonte ,-19.9464682,-43.9513038
"Rua Paulo Diniz Carneiro, 501 ",380.0,3,550000.0,3,170, Buritis, Belo Horizonte ,-19.9660931,-43.9657809
Rua Maranhão ,3988.0,4,6200000.0,5,550, Funcionários, Sabará ,-19.9265829,-43.9240941
"Rua Araguari, 0 ",,2,895000.0,2,67, Santo Agostinho, Belo Horizonte ,-19.9304083,-43.9514156
"Rua Samuel Pereira, 120 ",,3,1500000.0,4,136, Anchieta, Belo Horizonte ,-19.9547781,-43.9273491
Rua Aramirim ,680.0,2,515000.0,2,65, Nova Suíssa, Belo Horizonte ,-19.9329559,-43.9727671
Avenida do Contorno ,,1,887650.0,--,76, Lourdes, Belo Horizonte ,-19.9156428,-43.9453796
Rua Sagitário ,370.0,2,425000.0,3,115, Santa Lúcia, Belo Horizonte ,-19.9622389,-43.950707
Rua Alagoas ,,7,3660000.0,--,370, Savassi, Belo Horizonte ,-19.9314695,-43.9350021
Rua Cecília Fonseca Coutinho ,300.0,2,350000.0,3,80, Castelo, Belo Horizonte ,-19.8888222,-43.995234
Rua Costa Rica ,1300.0,2,1080000.0,4,205, Sion, Belo Horizonte ,-19.9555252,-43.9385936
Rua Cantor Luiz Gonzaga ,,2,380000.0,3,126, Castelo, Belo Horizonte ,-19.889068,-44.0008325
Rua Ramalho Ortigão ,,2,269000.0,2,55, Santa Branca, Belo Horizonte ,-19.8327541,-43.9664751
Rua Ramalhete ,721.0,2,1000000.0,3,90, Anchieta, Belo Horizonte ,-19.9483409,-43.9237434
Rua Orenoco ,750.0,2,780000.0,4,150, Sion, Belo Horizonte ,-19.9404398,-43.930321
"Rua das Oficinas, 774 ",350.0,2,498750.0,3,85, Esplanada, Belo Horizonte ,-19.9058217,-43.9054698
"Rua José Ferreira Cascão, 28 ",4756.0,5,3980000.0,4,305, Belvedere, Belo Horizonte ,-19.9787549,-43.9444515
Avenida dos Bandeirantes ,1670.0,2,900000.0,4,147, Sion, Belo Horizonte ,-19.9572301,-43.9319731
Avenida do Contorno ,,4,950000.0,--,75, Santa Efigênia, Belo Horizonte ,-19.9156428,-43.9453796
"Rua Itacaiunas, 0 ",,3,2075000.0,4,321, Buritis, Belo Horizonte ,-19.9765215,-43.9615408
Rua Montes Claros ,1702.0,3,2050000.0,4,162, Carmo, Belo Horizonte ,-19.9434371,-43.9342094
Rua Santa Marta ,340.0,1,320000.0,4,100, Sagrada Família, Belo Horizonte ,-19.9094089,-43.9213537
Rua Mantena ,550.0,2,1250000.0,3,87, Sion, Belo Horizonte ,-19.8709561,-43.982187
"Rua do Ouro, 1200 ",599.0,2,830000.0,3,100, Serra, Belo Horizonte ,-19.947074,-43.9186245
"Rua dos Guaranis, 590 ",810.0,--,330000.0,3,100, Centro, Belo Horizonte ,-19.9149338,-43.942013
Rua Lucélia ,1.0,1,190000.0,2,65, Piratininga Venda Nova, Belo Horizonte ,-19.8087894,-43.9894267
Rua Afonso Barbosa Melo ,,4,2495000.0,4,380, São Bento, Belo Horizonte ,-19.9574282,-43.9493726
Rua Nísio Batista de Oliveira ,,4,860000.0,4,266, São Lucas, Belo Horizonte ,-19.9305865,-43.9131877
"Rua Rafael Magalhães, 213 ",1000.0,4,1360000.0,4,126, Santo Antônio, Belo Horizonte ,-19.9416592,-43.9459406
"Rua Palmira, 154 ",500.0,2,775000.0,2,66, Serra, Belo Horizonte ,-19.9400054,-43.9167042
Rua Coronel Fulgêncio ,356.0,1,380000.0,3,88, São Lucas, Belo Horizonte ,-19.9279564,-43.9193789
"Avenida Augusto de Lima, 279 ",800.0,--,480000.0,4,164, Centro, Belo Horizonte ,-19.9230616,-43.9441556
Rua Tomé de Souza ,1700.0,4,20000.0,4,264, Savassi, Belo Horizonte ,-19.9388244,-43.9274451
"Rua Juvenal Melo Senra, 175 ",2571.0,4,4100000.0,4,370, Belvedere, Belo Horizonte ,-19.9726191,-43.9383825
"Rua Boa Esperança, 446 ",847.0,3,1600000.0,4,269, Carmo, Belo Horizonte ,-19.948816,-43.9329524
Rua Cristina ,1800.0,3,1000000.0,4,250, Santo Antônio, Belo Horizonte ,-19.9472539,-43.9352691
Rua dos Caetés ,495.0,--,295000.0,3,130, Centro, Belo Horizonte ,-19.915688,-43.9419734
Rua Agílio Cruz de Souza ,,3,980000.0,3,382, Serrano, Belo Horizonte ,-19.8794852,-44.0097727
Rua dos Jacamins ,,1,225000.0,3,67, Vila Clóris, Belo Horizonte ,-19.8256309,-43.9493703
"Avenida Álvares Cabral, 551 ",,2,1116090.0,3,82, Lourdes, Belo Horizonte ,-19.9244866,-43.9354151
"Rua Araguari, 1692 ",,2,1560059.0,2,133, Santo Agostinho, Belo Horizonte ,-19.9304083,-43.9514156
"Avenida Álvares Cabral, 551 ",,2,1129008.0,3,82, Lourdes, Belo Horizonte ,-19.9244866,-43.9354151
"Rua Bernardo Guimarães, 1297 ",,--,360000.0,2,80, Funcionários, Belo Horizonte ,-19.927333,-43.9477878
"Rua Itacaiunas, 0 ",,4,2900000.0,4,520, Buritis, Belo Horizonte ,-19.9765215,-43.9615408
Rua Sebastião Fabiano Dias ,2970.0,4,2300000.0,4,205, Belvedere, Belo Horizonte ,-19.9763098,-43.9441586
Rua Planalto ,,2,550000.0,3,95, Pompéia, Belo Horizonte ,-19.9112183,-43.9065456
Rua Everardo Vieira ,,4,1300000.0,4,320, Silveira, Belo Horizonte ,-19.8892594,-43.9301272
Rua Cristina ,1300.0,3,2200000.0,4,251, Sion, Belo Horizonte ,-19.9472539,-43.9352691
"Rua Itacaiunas, 0 ",,3,2150000.0,4,329, Buritis, Belo Horizonte ,-19.9765215,-43.9615408
Rua Rádio ,720.0,2,515000.0,2,63, São Lucas, Belo Horizonte ,-19.933145,-43.9191379
Rua dos Bororós ,404.0,1,280000.0,3,60, Santa Mônica, Belo Horizonte ,-19.8264704,-43.982759
"Rua do Ouro, 1821 ",2965.0,5,2800000.0,4,245, Serra, Belo Horizonte ,-19.947074,-43.9186245
"Avenida do Contorno, 5005 ",715.0,1,490000.0,2,70, Funcionários, Belo Horizonte ,-19.9156428,-43.9453796
Rua Monte Sião ,,1,280000.0,2,80, Serra, Belo Horizonte ,-19.9370317,-43.9191848
"Rua Espírito Santo, 1025 ",500.0,--,420000.0,3,80, Centro, Belo Horizonte ,-18.8647762,-41.1217768
Rua Genoveva de Souza ,300.0,2,589000.0,3,90, Sagrada Família, Belo Horizonte ,-19.9067997,-43.9216393
"Rua José Gualberto, 0 ",260.0,1,270000.0,3,70, Palmeiras, Belo Horizonte ,-19.9696552,-43.9831472
"Rua Itacaiunas, 0 ",,3,2100000.0,4,328, Buritis, Belo Horizonte ,-19.9765215,-43.9615408
Rua Centauro ,,4,1100000.0,4,390, Santa Lúcia, Belo Horizonte ,-19.9621168,-43.9456465
"Avenida Cristiano Machado, 1363 ",,--,900000.0,--,244, Graça, Belo Horizonte ,-19.8475195,-43.9324755
Rua Espírito Santo ,,1,453500.0,2,46, Centro, Belo Horizonte ,-18.8647762,-41.1217768
"Rua Alessandra Salum Cadar, 415 ",,1,160000.0,--,23, Buritis, Belo Horizonte ,-19.9760471,-43.9703167
Rua São Jerônimo ,600.0,2,850000.0,4,208, Sagrada Família, Belo Horizonte ,-19.8957585,-43.9241335
"Rua Rio de Janeiro, 2299 ",5500.0,4,5500000.0,4,428, Lourdes, Belo Horizonte ,-19.9150685,-43.9375314
"Rua Ouro Preto, 1240 ",1500.0,3,1800000.0,4,133, Santo Agostinho, Belo Horizonte ,-19.9190479,-43.949625
Rua Progresso ,220.0,2,670000.0,2,132, Padre Eustáquio, Belo Horizonte ,-19.834014,-43.9085879
"Rua Tito Botelho Martins, 95 ",630.0,1,800000.0,3,110, Santa Lúcia, Belo Horizonte ,-19.9586273,-43.9490459
"Rua José Hemetério Andrade, 485 ",490.0,2,380000.0,3,85, Buritis, Belo Horizonte ,-19.9786425,-43.9631117
"Rua Paulo Piedade Campos, 180 ",660.0,2,675000.0,3,112, Buritis, Belo Horizonte ,-19.9616947,-43.9652056
"Rua Tereza Mota Valadares, 853 ",300.0,2,420000.0,3,90, Buritis, Belo Horizonte ,-19.9709636,-43.9738009
Avenida do Contorno ,720.0,1,760000.0,2,130, Serra, Belo Horizonte ,-19.9156428,-43.9453796
"Rua Soledade, 155 ",,5,895000.0,5,218, Santa Efigênia, Belo Horizonte ,-19.9205446,-43.9121054
Rua Professor Tristão da Cunha ,,2,630000.0,4,180, Planalto, Belo Horizonte ,-19.8386354,-43.9466187
Rua Queluzita ,350.0,1,405000.0,3,85, Fernão Dias, Belo Horizonte ,-19.8724942,-43.9265352
Rua Santo Agostinho ,330.0,2,465000.0,3,95, Sagrada Família, Belo Horizonte ,-19.8972488,-43.9189199
"Rua Paulo Piedade Campos, 160 ",,15,6914000.0,--,886, Estoril, Belo Horizonte ,-19.9616947,-43.9652056
Rua Nunes Vieira ,600.0,1,650000.0,3,120, Santo Antônio, Belo Horizonte ,-19.9424153,-43.945949
"Rua Engenheiro Walter Kurrle, 15 ",3100.0,4,2300000.0,4,215, Belvedere, Belo Horizonte ,-19.9777773,-43.9433639
Rua Custódio de Melo ,750.0,2,725000.0,4,145, Liberdade, Belo Horizonte ,-19.8624322,-43.9515488
"Rua Teixeira de Freitas, 735 ",780.0,1,550000.0,3,220, Santo Antônio, Belo Horizonte ,-19.9473451,-43.9478337
Rua Doutor Pereira de Melo ,,3,4700.0,5,480, Luxemburgo, Belo Horizonte ,-19.943202,-43.9554971
Avenida Professor Mário Werneck ,,--,200000.0,--,30, Buritis, Belo Horizonte ,-19.9758245,-43.9684461
Rua Rio de Janeiro ,2250.0,3,2625000.0,4,190, Lourdes, Belo Horizonte ,-19.9150685,-43.9375314
